Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
21/08/2004;07.00.00;0.1;647;265;0.1;383;131;1945;120;1026;228;10.3;39.3;1.064
21/08/2004;08.00.00;1.6;647;243;4.3;383;325;1736;134;1150;347;27.3;45.9;1.015
21/08/2004;09.00.00;3.4;916;91;7.4;383;206;1841;167;1455;307;16.6;45.6;1.383
21/08/2004;10.00.00;2.9;878;227;7.6;383;368;1594;111;903;361;22.8;71.3;1.585
21/08/2004;11.00.00;2.7;647;7;12.3;383;179;1760;106;922;311;23.2;35.0;1.898
21/08/2004;12.00.00;1.8;647;298;6.2;383;242;1912;135;1043;228;16.6;53.2;1.141
21/08/2004;13.00.00;0.4;647;242;0.1;383;369;1835;64;551;449;23.0;53.0;1.162
21/08/2004;14.00.00;2.9;673;90;9.1;383;230;1638;115;797;228;31.9;44.7;1.102
21/08/2004;15.00.00;1.0;647;371;2.0;383;254;1833;108;880;333;25.3;68.4;0.667
21/08/2004;16.00.00;5.2;1349;47;16.5;383;362;1820;155;1198;551;5.0;58.0;0.853
21/08/2004;17.00.00;2.9;778;268;10.9;383;234;1785;90;717;228;16.6;21.7;1.184
21/08/2004;18.00.00;1.3;647;270;3.6;383;3;2118;117;1005;228;12.5;74.2;1.485
21/08/2004;19.00.00;1.3;647;100;4.6;383;158;1934;105;868;282;27.6;88.7;1.476
21/08/2004;20.00.00;2.0;647;214;6.9;383;2;2034;2;551;228;18.0;82.9;0.911
21/08/2004;21.00.00;1.8;647;62;5.2;383;207;1814;87;653;242;16.8;57.0;0.686
21/08/2004;22.00.00;3.7;1062;7;10.4;383;318;1752;112;931;360;6.0;30.4;1.582
21/08/2004;23.00.00;2.4;861;116;6.7;383;265;1752;70;551;289;42.5;51.8;0.757
22/08/2004;00.00.00;1.1;647;159;5.0;383;459;1656;107;842;478;18.9;27.1;0.505
22/08/2004;01.00.00;4.8;1331;279;16.9;383;442;1666;177;1393;511;16.8;66.3;1.088
22/08/2004;02.00.00;2.2;647;224;4.8;383;285;1737;159;1192;274;5.9;58.6;0.88
22/08/2004;03.00.00;3.2;843;226;9.8;383;2;1842;23;551;228;19.4;86.7;0.959
22/08/2004;04.00.00;1.3;647;121;2.6;383;348;1705;149;1241;374;17.6;63.3;0.91
22/08/2004;05.00.00;2.7;854;167;10.1;383;127;1816;139;1046;258;19.0;35.0;0.97
22/08/2004;06.00.00;2.6;725;129;7.3;383;380;1605;108;815;510;6.9;72.2;0.974
22/08/2004;07.00.00;0.1;647;101;4.7;383;293;1709;2;551;272;4.7;47.9;1.225
22/08/2004;08.00.00;5.0;1513;161;16.3;444;346;1789;150;1317;330;31.5;46.6;1.051
22/08/2004;09.00.00;4.0;919;225;15.0;411;322;1652;92;805;369;8.6;54.4;0.986
22/08/2004;10.00.00;1.6;647;163;3.1;383;611;1439;123;1121;675;22.2;41.1;1.174
22/08/2004;11.00.00;0.6;647;187;2.0;383;325;1795;66;641;331;15.8;39.3;1.32
22/08/2004;12.00.00;2.6;773;284;9.7;383;50;1898;77;611;228;26.0;88.7;0.483
22/08/2004;13.00.00;2.3;647;170;5.2;383;409;1581;157;1422;513;19.5;70.0;0.722
22/08/2004;14.00.00;2.6;681;91;8.5;383;180;1920;190;1651;314;18.7;59.9;0.364
22/08/2004;15.00.00;2.4;716;271;9.8;383;451;1628;92;734;456;19.1;50.2;0.982
22/08/2004;16.00.00;2.9;991;243;8.5;383;482;1619;185;1505;431;11.8;24.9;0.786
22/08/2004;17.00.00;4.2;1249;249;11.7;383;341;1709;92;686;350;8.7;66.4;0.616
22/08/2004;18.00.00;2.9;925;277;13.0;383;50;1993;91;727;228;16.0;40.4;0.998
22/08/2004;19.00.00;0.7;647;261;0.1;383;175;1914;44;551;228;5.8;45.1;0.597
22/08/2004;20.00.00;4.1;1088;220;13.3;383;451;1629;136;1048;672;1.0;64.4;1.199
22/08/2004;21.00.00;4.4;1182;445;12.8;383;551;1438;103;892;619;19.2;22.4;0.966
22/08/2004;22.00.00;6.6;1798;95;19.1;514;255;1819;106;768;353;15.8;46.9;0.886
22/08/2004;23.00.00;0.6;647;162;3.3;383;203;1809;94;733;242;25.8;52.5;1.054
23/08/2004;00.00.00;2.5;647;309;7.6;383;65;2016;65;567;228;24.8;61.4;1.207
23/08/2004;01.00.00;0.1;647;231;1.1;383;67;1874;143;1121;228;22.1;41.5;0.964
23/08/2004;02.00.00;2.9;804;290;4.8;383;281;1749;110;972;376;22.0;23.0;0.872
23/08/2004;03.00.00;1.4;647;234;5.4;383;353;1598;151;1310;420;11.7;52.5;0.921
23/08/2004;04.00.00;4.8;1384;348;14.1;383;18;2047;67;551;228;21.8;34.2;1.306
23/08/2004;05.00.00;1.1;647;122;0.1;383;372;1799;124;960;433;13.1;58.3;0.376
23/08/2004;06.00.00;0.1;647;345;4.1;383;455;1596;215;1728;559;22.7;67.7;0.978
23/08/2004;07.00.00;1.5;647;329;6.0;383;342;1710;78;577;228;40.0;52.3;1.527
23/08/2004;08.00.00;0.1;647;103;0.8;383;498;1536;89;848;554;-1.2;28.1;1.339
23/08/2004;09.00.00;3.2;818;277;12.7;383;300;1702;89;680;295;23.9;53.0;1.111
23/08/2004;10.00.00;0.1;647;213;0.8;383;301;1813;62;576;417;18.6;52.7;1.224
23/08/2004;11.00.00;2.2;685;160;5.4;383;298;1720;192;1420;419;13.0;36.5;1.904
23/08/2004;12.00.00;0.1;647;38;0.1;383;453;1674;2;551;558;24.0;71.7;1.068
23/08/2004;13.00.00;1.7;647;121;4.1;383;328;1736;54;551;402;7.9;52.6;0.822
23/08/2004;14.00.00;4.5;1235;285;13.2;383;164;1928;135;984;228;34.4;52.5;1.504
23/08/2004;15.00.00;2.7;701;295;6.0;383;310;1719;77;582;300;26.5;49.5;1.071
23/08/2004;16.00.00;0.9;647;197;1.1;383;312;1836;111;921;346;13.6;78.8;0.278
23/08/2004;17.00.00;2.1;647;295;8.5;383;213;1979;111;1015;247;2.6;75.4;1.084
23/08/2004;18.00.00;2.2;688;307;7.6;383;402;1542;136;1078;482;13.0;43.5;1.218
23/08/2004;19.00.00;2.8;773;232;8.0;383;259;1784;116;941;228;29.4;65.0;0.625
23/08/2004;20.00.00;0.2;647;149;0.1;383;353;1709;94;781;502;33.4;48.4;1.81
23/08/2004;21.00.00;3.0;768;259;8.7;383;323;1683;119;895;306;16.1;61.2;0.75
23/08/2004;22.00.00;0.1;647;264;0.1;383;134;1924;104;833;228;23.7;37.2;0.795
23/08/2004;23.00.00;1.3;647;282;4.3;383;96;2012;194;1721;228;14.7;45.8;1.381
24/08/2004;00.00.00;1.5;647;300;6.6;383;136;1732;85;714;228;15.7;21.9;1.252
24/08/2004;01.00.00;3.0;822;88;14.5;383;233;1649;139;1284;335;11.0;48.9;1.076
24/08/2004;02.00.00;2.2;647;169;4.8;383;489;1740;156;1256;447;29.2;34.3;1.18
24/08/2004;03.00.00;0.2;647;37;2.4;383;238;1789;49;551;254;12.3;26.4;0.854
24/08/2004;04.00.00;0.8;647;288;1.1;383;303;1764;59;560;286;21.2;50.9;0.806
24/08/2004;05.00.00;2.4;661;197;5.5;383;379;1610;205;1746;486;19.4;30.8;0.558
24/08/2004;06.00.00;2.0;647;258;4.3;383;191;1850;80;604;228;39.0;37.9;1.775
24/08/2004;07.00.00;1.3;647;77;4.6;383;182;1963;113;937;250;18.3;81.8;0.459
24/08/2004;08.00.00;1.5;647;351;2.9;383;406;1714;104;832;454;14.0;32.3;0.981
24/08/2004;09.00.00;3.1;872;104;8.8;383;332;1749;111;778;346;12.2;43.8;0.473
24/08/2004;10.00.00;1.4;647;291;3.7;383;159;1730;95;655;263;25.3;31.4;0.933
24/08/2004;11.00.00;2.0;647;229;5.0;383;182;1913;118;934;375;34.2;72.9;1.182
24/08/2004;12.00.00;5.2;1413;200;15.0;383;259;1793;73;683;281;32.5;52.7;1.013
24/08/2004;13.00.00;0.2;647;192;0.1;383;296;1714;102;886;293;14.1;68.3;1.753
24/08/2004;14.00.00;0.1;647;157;0.5;383;436;1702;18;551;512;24.5;56.3;1.172
24/08/2004;15.00.00;3.2;975;341;10.5;383;327;1670;107;769;401;9.7;52.7;1.01
24/08/2004;16.00.00;1.2;647;219;2.2;383;95;1968;129;962;228;17.8;58.7;1.263
24/08/2004;17.00.00;1.7;647;97;6.2;383;125;1996;159;1195;228;7.0;18.7;0.803
24/08/2004;18.00.00;1.1;647;181;6.2;383;293;1777;168;1274;231;18.4;29.6;0.933
24/08/2004;19.00.00;1.8;647;230;5.8;383;267;1751;94;597;229;9.9;57.3;0.488
24/08/2004;20.00.00;4.4;1244;303;16.7;554;116;1860;153;1031;256;17.5;54.3;1.379
24/08/2004;21.00.00;3.3;901;160;14.9;403;407;1704;57;551;305;28.6;30.3;1.167
24/08/2004;22.00.00;3.4;1074;166;15.8;450;2;1963;88;581;228;11.2;50.7;1.321
24/08/2004;23.00.00;0.2;647;220;0.1;383;297;1951;190;1619;327;14.8;44.5;1.57
25/08/2004;00.00.00;0.5;647;300;0.1;383;9;1879;121;1262;228;25.7;66.2;1.016
25/08/2004;01.00.00;0.1;647;87;0.1;383;380;1685;124;1155;363;15.0;53.3;0.868
25/08/2004;02.00.00;1.0;647;266;3.5;383;205;1857;104;855;228;8.4;55.3;1.13
25/08/2004;03.00.00;3.5;1013;173;14.3;405;360;1723;202;1559;530;14.7;36.6;0.963
25/08/2004;04.00.00;2.9;723;187;10.5;383;186;1806;138;1073;228;18.2;43.4;0.721
25/08/2004;05.00.00;1.8;647;408;3.5;383;448;1739;184;1485;651;22.9;34.8;0.878
25/08/2004;06.00.00;2.1;647;199;5.6;383;2;2051;84;842;228;3.6;49.3;1.175
25/08/2004;07.00.00;1.2;647;289;3.7;383;380;1754;66;551;499;22.5;48.9;0.673
25/08/2004;08.00.00;2.4;647;286;4.8;383;152;1824;76;610;228;19.6;60.9;0.302
25/08/2004;09.00.00;3.2;855;105;10.3;387;303;1725;143;1153;249;1.2;69.8;0.41
25/08/2004;10.00.00;0.1;647;42;0.1;383;309;1791;192;1529;445;15.9;48.0;1.175
25/08/2004;11.00.00;2.6;647;295;4.9;383;32;1885;148;1031;228;18.9;11.0;0.954
25/08/2004;12.00.00;3.5;889;115;9.2;383;398;1734;155;1218;496;11.0;72.0;1.059
25/08/2004;13.00.00;1.6;647;59;5.8;383;306;1746;121;862;288;9.6;60.2;0.938
25/08/2004;14.00.00;3.1;814;315;10.8;383;263;1874;51;598;275;17.6;34.6;1.163
25/08/2004;15.00.00;6.1;1634;121;19.7;489;304;1721;210;1726;422;17.8;88.7;1.365
25/08/2004;16.00.00;2.0;647;144;8.4;383;265;1933;144;1248;506;1.0;50.4;1.291
25/08/2004;17.00.00;2.7;647;405;10.4;383;373;1733;138;1034;376;12.4;38.3;0.432
25/08/2004;18.00.00;1.1;647;60;4.0;383;173;1902;154;1203;308;11.5;41.7;0.647
25/08/2004;19.00.00;2.4;837;98;7.8;383;373;1645;30;551;555;7.3;66.0;1.166
25/08/2004;20.00.00;2.8;819;174;9.2;383;333;1753;88;793;451;24.9;38.8;0.719
25/08/2004;21.00.00;2.4;647;195;7.5;383;219;1780;142;1176;325;25.5;23.9;1.419
25/08/2004;22.00.00;0.7;647;133;0.1;383;528;1453;106;955;577;6.4;70.5;1.526
25/08/2004;23.00.00;2.4;728;107;10.1;383;315;1732;109;1031;300;16.6;48.6;1.519
26/08/2004;00.00.00;4.2;1254;361;14.2;383;275;1872;174;1517;293;21.5;40.5;0.949
26/08/2004;01.00.00;2.8;767;242;6.5;383;333;1727;118;1032;421;25.9;64.4;1.187
26/08/2004;02.00.00;3.5;1057;273;14.0;383;229;1792;227;1908;251;25.0;51.2;0.964
26/08/2004;03.00.00;1.8;647;204;4.6;383;429;1631;111;861;455;15.2;43.6;1.606
26/08/2004;04.00.00;3.2;811;245;10.0;383;242;1985;151;1228;235;18.7;44.7;1.006
26/08/2004;05.00.00;2.5;724;306;10.2;383;371;1751;136;1144;421;26.7;55.3;1.671
26/08/2004;06.00.00;0.8;647;123;3.1;383;82;1806;85;708;228;14.7;68.2;0.18
26/08/2004;07.00.00;2.6;653;243;11.0;383;2;1954;63;551;228;10.6;56.5;0.745
26/08/2004;08.00.00;0.8;647;284;1.7;383;307;1721;114;906;414;27.0;79.3;0.863
26/08/2004;09.00.00;1.3;647;364;7.4;383;187;1792;205;1423;266;9.6;25.9;1.911
26/08/2004;10.00.00;2.4;654;403;6.2;383;216;1831;94;806;228;4.2;33.4;0.447
26/08/2004;11.00.00;2.6;800;224;10.8;383;2;1952;137;1111;228;20.3;18.5;1.089
26/08/2004;12.00.00;0.5;647;326;0.1;383;506;1554;100;815;702;23.7;41.7;1.18
26/08/2004;13.00.00;3.6;935;7;9.4;383;261;1802;123;1165;288;27.7;77.6;1.446
26/08/2004;14.00.00;3.0;741;365;10.0;383;450;1516;167;1371;478;23.3;59.8;0.751
26/08/2004;15.00.00;1.2;647;149;2.9;383;32;1801;118;883;228;24.3;62.8;0.348
26/08/2004;16.00.00;0.1;647;195;0.2;383;261;1890;83;722;245;9.1;54.6;1.408
26/08/2004;17.00.00;1.9;647;259;6.3;383;308;1820;190;1527;433;21.0;37.6;1.461
26/08/2004;18.00.00;1.5;647;203;2.5;383;266;1816;83;760;315;22.6;74.3;0.932
26/08/2004;19.00.00;2.3;674;236;5.2;383;281;1798;145;1116;228;13.1;39.8;0.994
26/08/2004;20.00.00;1.6;647;368;5.7;383;33;1958;41;551;228;18.1;46.1;0.238
26/08/2004;21.00.00;0.1;647;181;0.1;383;294;2005;174;1354;338;27.3;81.5;1.746
26/08/2004;22.00.00;1.6;647;114;7.8;383;117;1921;238;1765;228;25.0;58.4;1.452
26/08/2004;23.00.00;1.7;647;390;5.1;383;151;2087;111;858;229;27.6;63.9;0.614
27/08/2004;00.00.00;3.0;917;268;11.2;383;248;1966;63;637;231;13.8;41.2;1.405
27/08/2004;01.00.00;1.2;647;400;4.6;383;192;1883;149;1140;228;30.2;25.6;0.18
27/08/2004;02.00.00;4.5;1225;300;13.2;383;200;1822;117;830;228;13.7;26.3;0.895
27/08/2004;03.00.00;0.1;647;92;0.1;383;417;1666;215;1684;485;6.3;38.4;0.905
27/08/2004;04.00.00;4.0;1110;279;15.1;492;222;1790;84;691;301;17.0;44.2;0.535
27/08/2004;05.00.00;1.8;647;124;3.9;383;185;1888;48;551;371;17.2;48.9;0.959
27/08/2004;06.00.00;3.4;966;218;9.9;383;227;1872;127;1026;344;11.2;52.8;1.024
27/08/2004;07.00.00;2.3;888;210;6.9;383;75;1841;140;1148;228;21.1;50.9;1.32
27/08/2004;08.00.00;3.7;1156;64;11.9;383;270;1992;76;608;312;37.5;60.3;1.738
27/08/2004;09.00.00;1.6;647;140;7.1;383;356;1652;159;1265;245;22.0;53.7;1.199
27/08/2004;10.00.00;0.6;647;427;2.0;383;294;1549;115;1066;429;24.9;66.0;1.921
27/08/2004;11.00.00;4.1;1170;240;13.0;383;251;1792;100;814;285;23.9;56.4;1.076
27/08/2004;12.00.00;2.0;647;201;8.4;383;338;1637;139;1049;408;13.2;51.4;0.682
27/08/2004;13.00.00;2.5;754;390;9.1;383;161;1866;99;853;228;9.6;37.6;0.716
27/08/2004;14.00.00;3.9;1097;180;10.9;383;252;1804;77;616;308;16.8;58.3;0.971
27/08/2004;15.00.00;0.7;647;209;0.1;383;459;1667;35;551;497;18.1;27.4;0.709
27/08/2004;16.00.00;3.0;841;312;7.9;383;201;1919;83;748;249;28.4;70.3;1.352
27/08/2004;17.00.00;1.3;647;179;4.1;383;339;1648;232;1969;330;12.0;66.2;0.941
27/08/2004;18.00.00;2.0;647;147;3.8;383;342;1696;114;826;434;18.2;44.6;1.129
27/08/2004;19.00.00;2.3;647;7;7.4;383;130;1950;64;651;228;18.0;42.2;0.613
27/08/2004;20.00.00;0.1;647;129;0.1;383;351;1666;173;1385;459;15.7;65.3;1.297
27/08/2004;21.00.00;1.1;647;128;0.1;383;153;1727;110;881;228;22.4;48.0;0.755
27/08/2004;22.00.00;4.0;1127;233;10.1;383;311;1800;127;935;457;19.9;64.3;1.466
27/08/2004;23.00.00;3.4;918;160;5.1;383;150;1834;126;1069;326;29.0;67.0;0.755
28/08/2004;00.00.00;2.1;647;423;5.9;383;289;1718;184;1360;228;19.2;36.2;0.735
28/08/2004;01.00.00;2.5;753;117;10.1;383;265;1796;49;551;228;2.5;23.6;0.636
28/08/2004;02.00.00;1.7;647;351;1.8;383;263;1789;183;1596;302;9.9;47.3;0.475
28/08/2004;03.00.00;4.0;1154;238;10.3;383;287;1849;148;1164;308;13.8;64.2;1.534
28/08/2004;04.00.00;1.9;647;294;5.7;383;164;1768;116;1020;235;-1.8;48.1;1.529
28/08/2004;05.00.00;2.5;738;288;5.8;383;67;2126;72;582;228;9.5;66.4;1.329
28/08/2004;06.00.00;3.8;1055;7;9.9;383;258;1680;101;697;334;25.8;29.8;0.87
28/08/2004;07.00.00;1.1;647;216;4.5;383;414;1637;115;929;364;5.8;17.8;0.37
28/08/2004;08.00.00;4.3;1249;193;12.9;383;335;1662;199;1583;417;22.0;50.3;1.352
28/08/2004;09.00.00;0.1;647;110;0.1;383;314;1752;181;1526;525;7.7;31.4;0.622
28/08/2004;10.00.00;4.4;1078;261;10.0;383;167;1867;94;726;242;17.8;41.2;0.689
28/08/2004;11.00.00;1.6;647;381;9.6;383;274;1793;209;1715;324;18.0;46.0;1.007
28/08/2004;12.00.00;1.8;647;7;8.0;383;118;1925;158;1184;228;20.1;66.9;1.314
28/08/2004;13.00.00;0.1;647;167;0.1;383;181;1959;135;1119;228;6.4;62.0;1.27
28/08/2004;14.00.00;1.5;647;99;5.0;383;300;1772;99;797;394;26.1;41.5;1.332
28/08/2004;15.00.00;0.7;647;224;1.2;383;2;2109;85;672;228;14.4;68.5;0.429
28/08/2004;16.00.00;1.3;647;187;5.2;383;510;1451;139;1114;521;10.7;85.2;0.939
28/08/2004;17.00.00;2.0;647;160;4.6;383;41;1791;131;1027;228;21.7;49.3;1.179
28/08/2004;18.00.00;3.5;993;283;10.1;383;534;1582;94;765;645;17.8;70.6;0.36
28/08/2004;19.00.00;2.4;852;373;8.7;383;117;1932;166;1316;228;12.3;84.8;0.973
28/08/2004;20.00.00;2.6;672;470;11.2;383;116;1864;120;888;228;14.7;61.5;1.002
28/08/2004;21.00.00;0.6;647;147;3.5;383;185;1851;133;960;238;-1.9;44.2;0.516
28/08/2004;22.00.00;0.9;647;45;5.4;383;178;1943;164;1276;228;16.4;58.2;1.112
28/08/2004;23.00.00;4.7;1254;271;14.3;430;153;1930;152;1196;228;14.6;33.5;1.288
29/08/2004;00.00.00;1.1;647;370;2.3;383;189;1822;35;551;318;14.4;37.9;0.872
29/08/2004;01.00.00;4.5;1296;295;10.4;383;260;1807;149;1198;369;11.9;42.3;1.6
29/08/2004;02.00.00;1.8;647;370;5.9;383;108;1973;114;1090;228;22.9;49.6;1.33
29/08/2004;03.00.00;2.2;647;196;7.6;383;374;1601;91;787;439;21.4;53.9;0.797
29/08/2004;04.00.00;3.6;973;160;11.1;383;462;1565;115;910;441;20.3;32.6;1.218
29/08/2004;05.00.00;3.9;1034;228;11.0;383;2;2072;98;721;228;9.6;77.6;0.269
29/08/2004;06.00.00;2.0;647;186;8.9;383;529;1437;119;816;580;12.8;47.3;1.66
29/08/2004;07.00.00;1.6;647;280;6.4;383;364;1621;112;967;376;-1.9;41.6;1.199
29/08/2004;08.00.00;2.1;647;310;9.3;383;285;1674;146;1202;488;21.4;76.2;1.141
29/08/2004;09.00.00;2.6;756;317;6.5;383;158;1946;39;551;228;28.6;63.4;0.697
29/08/2004;10.00.00;3.4;972;266;9.5;383;271;1696;121;1051;249;1.4;56.0;0.52
29/08/2004;11.00.00;2.2;647;241;9.3;383;383;1756;111;960;512;25.9;56.0;1.372
29/08/2004;12.00.00;3.0;947;293;9.6;383;645;1455;221;1714;773;27.4;50.5;1.184
29/08/2004;13.00.00;4.4;1253;31;13.1;383;581;1677;19;551;626;10.8;49.1;1.135
29/08/2004;14.00.00;2.7;735;238;7.6;383;12;2000;157;1278;228;39.0;52.8;1.272
29/08/2004;15.00.00;2.6;758;222;8.3;383;214;1913;133;1114;307;10.5;63.0;0.792
29/08/2004;16.00.00;0.1;647;238;2.3;383;257;1830;149;1110;378;14.2;37.3;0.945
29/08/2004;17.00.00;0.1;647;209;0.1;383;451;1602;91;777;562;16.0;57.8;1.034
29/08/2004;18.00.00;2.7;797;259;10.2;383;233;1812;128;1031;350;22.2;38.6;0.646
29/08/2004;19.00.00;2.0;647;163;7.4;383;130;1896;119;1048;228;11.3;74.0;1.192
29/08/2004;20.00.00;1.4;647;325;2.8;383;254;1759;282;2322;268;14.1;43.9;0.906
29/08/2004;21.00.00;2.5;768;262;6.2;383;187;1921;98;789;361;7.2;42.0;0.927
29/08/2004;22.00.00;2.1;647;232;5.7;383;396;1883;75;675;528;18.9;17.9;1.075
29/08/2004;23.00.00;3.7;954;151;9.3;383;611;1520;209;1551;845;28.7;41.0;1.039
30/08/2004;00.00.00;2.3;769;295;6.2;383;385;1749;129;1006;451;16.3;65.7;1.017
30/08/2004;01.00.00;1.1;647;237;6.6;383;391;1729;137;1023;537;23.5;74.6;0.256
30/08/2004;02.00.00;3.5;952;146;11.3;383;435;1443;167;1292;543;15.1;17.4;0.905
30/08/2004;03.00.00;1.8;647;212;4.4;383;315;1786;116;888;456;30.1;29.9;0.999
30/08/2004;04.00.00;2.9;835;277;13.1;383;184;1887;92;642;228;18.6;57.7;0.588
30/08/2004;05.00.00;1.5;647;270;2.9;383;200;1740;119;1031;228;9.5;42.3;0.725
30/08/2004;06.00.00;1.2;647;264;2.0;383;413;1525;72;641;595;18.8;88.7;1.721
30/08/2004;07.00.00;2.3;671;226;9.7;383;290;1802;43;551;367;16.3;59.2;1.234
30/08/2004;08.00.00;2.2;647;315;8.3;383;95;2055;72;551;228;16.1;68.5;0.953
30/08/2004;09.00.00;2.8;1005;335;8.8;383;446;1613;2;551;422;21.2;68.5;0.655
30/08/2004;10.00.00;1.8;647;288;7.3;383;127;1871;95;760;228;5.5;49.0;0.97
30/08/2004;11.00.00;0.1;647;162;0.9;383;73;2125;89;820;228;16.5;36.4;1.841
30/08/2004;12.00.00;1.5;647;117;2.6;383;111;1982;141;1090;238;26.6;88.7;0.863
30/08/2004;13.00.00;3.3;1015;166;5.6;383;292;1668;119;1031;452;28.4;39.4;0.942
30/08/2004;14.00.00;1.7;647;403;4.4;383;394;1627;106;810;480;12.2;39.0;0.316
30/08/2004;15.00.00;1.8;647;244;7.9;383;284;1946;169;1401;380;4.9;54.0;0.597
30/08/2004;16.00.00;3.5;1045;420;10.4;383;160;1818;92;808;228;30.0;43.5;0.914
30/08/2004;17.00.00;1.2;647;206;4.6;383;122;1859;59;551;228;10.7;33.1;1.094
30/08/2004;18.00.00;0.1;647;193;0.7;383;363;1762;2;551;441;14.6;52.7;1.861
30/08/2004;19.00.00;1.9;681;210;2.8;383;231;1793;114;884;228;11.4;53.0;0.819
30/08/2004;20.00.00;1.5;647;209;3.9;383;298;1796;110;930;327;17.4;52.4;0.949
30/08/2004;21.00.00;0.8;647;144;3.3;383;224;1843;173;1264;251;13.2;24.9;1.146
30/08/2004;22.00.00;1.9;647;108;4.5;383;291;1754;71;634;482;24.7;25.8;0.921
30/08/2004;23.00.00;2.8;931;265;8.4;383;305;1852;149;1095;379;23.6;48.1;1.191
31/08/2004;00.00.00;2.1;695;318;7.6;383;617;1404;2;551;707;7.5;69.5;1.453
31/08/2004;01.00.00;2.6;757;450;8.4;383;307;1763;50;551;418;5.8;65.8;1.707
31/08/2004;02.00.00;4.7;1385;176;17.1;556;186;1804;131;996;228;8.8;49.5;0.18
31/08/2004;03.00.00;1.7;647;184;6.1;383;272;1913;146;1183;540;12.7;29.4;0.5
31/08/2004;04.00.00;2.5;773;144;6.2;383;100;1905;33;551;228;22.6;65.4;0.86
31/08/2004;05.00.00;1.4;647;324;3.6;383;99;2074;74;604;228;20.5;82.1;1.115
31/08/2004;06.00.00;1.0;647;295;3.1;383;437;1616;115;842;460;30.6;63.3;0.782
31/08/2004;07.00.00;1.3;647;134;6.9;383;292;1774;108;964;495;12.6;78.7;0.862
31/08/2004;08.00.00;1.5;647;132;3.8;383;417;1753;139;1119;512;9.3;62.9;1.161
31/08/2004;09.00.00;2.7;691;308;5.0;383;2;1921;156;1329;228;17.7;76.6;0.262
31/08/2004;10.00.00;5.4;1611;254;18.3;460;96;2043;51;551;228;4.0;55.6;0.552
31/08/2004;11.00.00;1.1;647;290;2.2;383;291;1768;134;1117;228;18.7;24.8;1.372
31/08/2004;12.00.00;1.6;647;134;2.4;383;119;1937;78;581;228;13.3;52.0;0.72
31/08/2004;13.00.00;2.1;647;39;6.6;383;28;2021;129;1093;228;33.6;58.6;1.675
31/08/2004;14.00.00;2.7;840;134;10.6;383;80;1929;90;867;228;16.3;29.9;1.1
31/08/2004;15.00.00;2.5;873;283;6.9;383;196;1777;164;1224;364;34.2;10.9;1.664
31/08/2004;16.00.00;3.9;1166;418;13.6;383;309;1760;141;1197;418;21.4;51.3;1.528
31/08/2004;17.00.00;0.1;647;177;1.7;383;508;1432;65;551;648;24.0;53.4;0.873
31/08/2004;18.00.00;0.1;647;434;1.9;383;84;1827;32;551;228;21.4;49.6;0.4
31/08/2004;19.00.00;1.5;647;296;3.2;383;92;1914;170;1434;228;5.7;73.6;1.18
31/08/2004;20.00.00;3.7;1093;85;9.6;383;24;2104;79;778;228;29.0;65.6;0.888
31/08/2004;21.00.00;0.1;647;238;0.1;383;333;1854;84;841;384;24.3;69.9;0.933
31/08/2004;22.00.00;0.1;647;300;1.9;383;265;1866;148;1212;378;18.6;67.1;0.871
31/08/2004;23.00.00;2.9;684;7;10.8;383;98;1798;63;551;228;6.8;43.5;0.484
01/09/2004;00.00.00;2.5;647;279;6.1;383;118;1928;122;963;228;4.5;44.5;1.196
01/09/2004;01.00.00;0.6;647;329;6.3;383;227;1749;113;902;256;15.9;37.0;0.707
01/09/2004;02.00.00;0.8;647;255;0.3;383;235;1806;109;960;391;25.1;62.0;0.658
01/09/2004;03.00.00;0.8;647;212;4.5;383;86;2006;170;1361;228;18.7;19.7;0.9
01/09/2004;04.00.00;2.3;658;201;10.4;383;273;1834;135;916;257;20.6;44.5;1.43
01/09/2004;05.00.00;1.3;647;196;4.3;383;35;2074;159;1330;228;30.1;45.1;0.953
01/09/2004;06.00.00;2.8;765;106;7.6;383;253;1684;101;813;286;24.9;42.7;0.591
01/09/2004;07.00.00;0.1;647;152;0.1;383;218;1743;78;698;339;23.5;50.2;1.047
01/09/2004;08.00.00;1.0;647;178;2.5;383;307;1874;162;1322;515;23.5;35.0;1.511
01/09/2004;09.00.00;0.6;647;228;4.0;383;431;1776;85;739;398;21.4;68.4;1.328
01/09/2004;10.00.00;1.8;647;165;3.3;383;189;1847;118;952;228;22.8;65.9;0.283
01/09/2004;11.00.00;1.4;647;135;0.8;383;246;1801;133;1089;393;22.0;63.6;1.084
01/09/2004;12.00.00;3.3;747;290;11.2;383;2;2092;76;551;228;22.5;63.5;1.499
01/09/2004;13.00.00;0.1;647;253;1.5;383;547;1604;76;638;644;44.6;88.7;1.054
01/09/2004;14.00.00;2.2;647;166;11.0;383;2;2046;99;784;228;17.1;52.3;0.375
01/09/2004;15.00.00;2.9;827;266;6.6;383;233;1739;148;1228;228;0.1;48.4;0.36
01/09/2004;16.00.00;4.7;1253;174;14.9;487;2;2090;129;942;228;9.4;83.7;0.641
